roadtype,loadkg,axles,climate,temperature,avg_speed,tire_age,wear_level,optimal_psi,failure_flag
highway,23307,2,rainy,27,86,2.82,low,117.98,0
mountain,13038,3,rainy,20,65,2.18,medium,100.76,0
highway,21255,2,dry,15,78,2.84,high,112.91,1
highway,12122,2,rainy,30,66,0.33,high,101.24,0
mountain,16774,3,dry,18,81,0.13,high,102.49,0
urban,15698,3,rainy,18,51,2.33,medium,100.39,0
mountain,13901,4,dry,17,74,3.3,low,98.9,0
mountain,18718,4,rainy,26,74,1.87,medium,102.05,0
highway,17466,2,dry,8,65,2.01,low,109.55,0
highway,22609,2,cold,37,58,0.68,low,116.14,0
mountain,18418,3,rainy,6,59,1.09,high,102.8,0
urban,16127,4,rainy,27,87,2.88,low,98.96,0
mountain,13252,2,rainy,6,68,3.94,low,106.38,0
urban,17991,3,cold,32,55,2.79,medium,102.67,0
urban,25685,3,dry,39,72,2.82,high,107.87,1
urban,13821,2,rainy,18,49,0.62,low,104.51,0
urban,20914,2,rainy,23,53,3.64,medium,113.61,1
mountain,12458,4,rainy,39,89,3.15,medium,98.93,0
mountain,22202,4,cold,17,78,2.95,medium,104.25,0
highway,10226,4,dry,21,85,2.22,medium,95.11,0
urban,22540,4,dry,7,57,1.41,medium,101.47,0
highway,25953,4,rainy,5,89,2.75,high,102.86,1
urban,13634,2,cold,13,43,0.98,low,103.96,0
urban,22567,4,cold,20,72,2.05,low,102.28,0
highway,11639,4,dry,12,58,0.25,low,94.77,0
mountain,15011,3,dry,29,83,2.76,medium,103.26,0
urban,14252,4,rainy,11,47,2.77,high,93.95,1
highway,12320,4,cold,14,75,0.86,low,95.91,0
mountain,11160,4,cold,21,41,2.2,high,93.93,0
urban,19356,4,cold,6,73,2.07,low,100.11,0
mountain,15990,2,cold,37,53,3.34,high,107.66,1
mountain,15755,4,rainy,14,44,3.61,high,96.82,1
urban,24005,2,cold,34,55,1.73,low,117.72,0
mountain,20437,3,rainy,24,56,0.56,low,106.63,0
highway,16183,2,dry,7,75,1.65,medium,108.33,1
mountain,18871,4,cold,12,89,0.62,medium,102.53,0
mountain,10212,2,rainy,36,84,2.14,high,101.66,0
highway,13864,4,rainy,14,51,2.95,low,95.92,0
highway,22322,4,dry,23,67,0.61,low,101.98,0
highway,23879,4,cold,19,74,2.6,low,103.17,0
mountain,16163,4,rainy,34,43,3.68,low,99.33,0
mountain,18114,2,dry,16,57,1.3,low,112.16,0
mountain,25623,4,cold,28,58,2.23,medium,105.75,0
mountain,18734,2,rainy,7,82,2.33,low,113.8,0
urban,14890,2,rainy,19,47,2.67,medium,105.78,0
urban,25718,3,cold,14,55,1.41,low,108.84,0
highway,15093,4,cold,31,75,0.76,low,97.9,0
mountain,19775,4,rainy,10,59,3.15,low,101.87,0
mountain,12417,2,dry,29,40,1.25,medium,104.56,0
mountain,16121,2,cold,28,62,3.53,low,110.05,0
mountain,20982,4,cold,26,43,1.64,high,100.22,0
urban,24358,3,rainy,17,41,3.02,low,107.19,0
urban,15327,3,rainy,15,78,2.46,medium,101.12,0
urban,22146,4,rainy,33,78,3.69,medium,102.46,0
urban,15057,4,dry,6,46,2.37,high,94.34,0
mountain,23247,4,rainy,12,49,1.61,low,103.67,0
urban,14025,3,dry,21,79,2.48,medium,100.16,0
urban,18744,4,cold,33,82,3.41,low,100.49,0
highway,10539,2,rainy,16,49,2.02,low,100.37,0
highway,16014,2,rainy,37,61,2.86,medium,108.01,1
highway,24331,2,dry,33,62,3.75,medium,118.39,1
highway,16305,3,dry,37,69,0.19,low,101.9,0
mountain,20161,4,cold,32,72,2.64,low,102.96,0
mountain,19229,4,dry,22,89,3.59,high,100.91,1
urban,21605,3,rainy,8,75,2.56,medium,106.12,0
highway,24695,2,dry,25,88,1.03,medium,119.76,1
mountain,23041,4,cold,16,53,2.6,low,103.76,0
mountain,16042,2,rainy,9,75,0.15,medium,110.19,1
urban,16333,2,dry,20,62,3.86,high,106.2,1
urban,16155,3,cold,29,86,3.79,high,100.34,1
urban,17486,2,cold,13,74,1.69,low,110.01,0
urban,25743,3,rainy,11,75,0.98,high,107.62,1
highway,13898,3,dry,15,78,3.22,high,97.93,1
urban,10903,3,cold,27,57,3.98,medium,96.77,0
mountain,24532,4,rainy,18,52,3.22,low,104.68,0
highway,11957,2,dry,9,89,3.07,high,101.64,1
highway,16950,3,rainy,24,41,0.35,high,99.12,0
mountain,21048,2,dry,23,56,1.35,high,113.9,1
mountain,24978,4,cold,17,66,2.78,medium,105.51,0
mountain,23596,3,rainy,33,81,3.59,medium,110.4,1
urban,10257,4,rainy,37,73,1.35,medium,94.89,0
highway,21055,4,dry,28,73,1.63,high,99.5,0
mountain,10601,4,rainy,37,77,2.08,low,97.26,0
urban,24004,4,dry,18,57,1.81,medium,102.55,0
mountain,17147,4,cold,21,73,3.38,low,100.95,0
highway,10302,3,rainy,26,59,3.48,low,96.34,0
mountain,25886,3,dry,32,75,3.11,low,112.05,0
mountain,18158,2,cold,5,60,2.63,medium,112.17,1
urban,16442,2,dry,38,66,2.39,low,108.76,0
mountain,16764,2,rainy,7,86,0.27,medium,111.5,1
urban,15607,3,rainy,18,54,0.7,low,100.44,0
highway,14369,4,dry,22,84,1.47,low,97.67,0
mountain,18659,2,rainy,16,50,1.57,medium,112.56,1
urban,12477,4,dry,19,58,2.75,low,95.4,0
mountain,14130,3,dry,14,85,3.44,low,102.38,0
mountain,19518,3,rainy,18,54,2.33,high,103.7,0
urban,16166,2,dry,9,80,1.92,medium,108.54,1
highway,25052,4,dry,31,82,2.47,medium,104.4,0
highway,23586,4,cold,8,63,0.5,low,102.38,0
urban,19145,2,cold,8,55,0.69,medium,111.25,1
highway,22727,4,dry,13,48,0.47,medium,101.32,0
urban,11440,4,rainy,8,62,0.79,low,94.75,0
urban,23924,2,dry,36,77,0.39,high,116.52,1
mountain,11433,3,cold,8,57,1.53,medium,98.93,0
urban,11389,4,dry,13,77,2.31,high,93.39,0
mountain,22252,3,rainy,29,47,1.03,low,107.86,0
highway,16259,3,rainy,15,88,0.39,high,100.29,0
highway,23217,4,rainy,35,73,1.02,low,102.96,0
urban,11210,4,cold,6,46,2.27,high,91.94,1
urban,10663,2,rainy,23,57,2.25,low,100.95,0
mountain,15301,4,rainy,29,80,1.27,high,98.2,0
mountain,17596,2,dry,8,51,0.57,low,111.16,0
highway,11514,2,dry,13,88,1.16,medium,103.11,0
highway,15075,4,rainy,10,53,0.84,high,94.69,0
urban,14607,4,dry,8,64,1.35,high,94.81,0
urban,16231,3,cold,25,83,2.02,low,102.22,0
highway,18619,4,rainy,37,89,0.25,medium,100.75,0
urban,16831,4,cold,29,42,1.48,low,97.63,0
mountain,24894,3,cold,24,42,3.73,medium,109.79,1
highway,20400,2,dry,19,65,0.64,medium,113.38,1
mountain,16146,3,rainy,5,82,2.43,medium,103.81,0
highway,22568,2,cold,30,46,0.55,low,115.5,0
urban,23383,3,rainy,6,79,0.42,low,107.74,0
mountain,10442,4,rainy,25,57,3.36,medium,96.18,0
highway,23971,4,cold,22,56,0.95,high,100.55,0
highway,12336,4,rainy,29,74,0.24,high,94.1,0
mountain,14339,4,cold,9,80,1.02,high,97.3,0
urban,13127,3,dry,31,85,0.17,high,97.8,0
highway,11228,3,dry,34,67,3.33,low,97.55,0
highway,13718,2,cold,27,80,2.85,medium,105.75,0
highway,23194,3,rainy,31,67,2.16,high,105.47,1
urban,24717,4,cold,21,54,1.68,high,100.92,0
urban,20951,3,rainy,39,54,1.07,medium,105.2,0
highway,13288,4,cold,29,64,1.98,high,94.3,0
mountain,23168,2,cold,31,43,2.64,medium,118.15,1
mountain,19400,4,rainy,26,53,1.96,low,101.64,0
mountain,24735,4,rainy,19,63,3.06,medium,105.26,0
urban,23499,3,cold,13,59,2.18,high,105.14,1
highway,10979,3,cold,39,64,0.16,low,97.29,0
urban,17743,2,rainy,14,88,2.38,high,108.91,1
urban,15519,2,dry,36,86,2.35,medium,108.38,1
mountain,12451,2,dry,28,86,1.93,low,106.42,0
highway,11888,2,dry,33,42,3.92,high,100.04,1
mountain,18968,2,cold,37,54,1.77,medium,113.43,1
mountain,25919,2,dry,15,53,2.95,medium,121.74,0
highway,21990,3,cold,23,48,0.48,low,105.59,0
urban,16065,2,cold,12,81,0.13,medium,108.5,1
mountain,14581,2,cold,35,40,1.4,low,107.35,0
highway,10695,4,rainy,6,85,0.21,high,93.17,0
urban,19954,2,rainy,16,56,3.91,medium,112.42,1
urban,14076,2,dry,28,53,0.21,low,105.14,0
highway,13599,2,cold,23,40,0.75,high,101.94,0
urban,24805,2,dry,19,58,1.42,low,118.61,0
highway,14624,4,dry,6,61,3.78,medium,96.67,0
highway,13984,3,cold,36,78,3.92,low,100.31,0
highway,24662,2,rainy,15,67,3.93,low,118.73,0
highway,20359,2,cold,8,55,2.71,low,112.77,0
mountain,19601,4,dry,13,76,0.55,low,102.49,0
mountain,17856,3,cold,38,58,2.32,low,104.77,0
mountain,21531,2,cold,12,72,1.03,low,116.97,1
urban,12567,2,rainy,30,74,1.54,high,102.12,0
urban,15460,3,dry,10,59,3.8,low,100.39,0
mountain,24671,4,rainy,15,52,0.34,high,102.72,0
mountain,17829,3,cold,18,60,0.32,low,104.53,1
highway,15468,4,dry,11,47,3.24,medium,96.71,0
mountain,18121,3,rainy,12,62,0.21,medium,104.76,0
urban,16278,4,rainy,26,54,0.94,high,95.72,0
mountain,24985,4,rainy,29,81,1.8,low,106.29,0
highway,23760,3,rainy,17,43,2.19,low,106.78,0
highway,15722,2,rainy,29,80,2.83,high,106.29,1
highway,16375,2,cold,33,47,1.25,low,107.84,0
highway,15082,3,dry,5,76,3.4,high,98.68,1
highway,21759,4,rainy,10,76,1.5,high,99.79,0
urban,22183,4,cold,11,87,3.63,low,102.51,0
mountain,14507,3,dry,6,70,0.21,low,101.98,0
mountain,19363,2,dry,6,75,1.0,medium,114.29,1
highway,18372,3,rainy,22,67,0.43,low,103.32,0
mountain,17479,2,cold,39,46,2.74,medium,111.27,1
mountain,18568,3,cold,17,68,2.63,high,103.45,1
mountain,12493,4,cold,34,84,3.66,low,98.68,0
highway,25210,2,rainy,34,60,0.2,low,119.42,0
urban,22199,2,cold,20,73,3.0,low,115.97,0
mountain,15688,4,rainy,5,52,2.78,low,98.96,0
highway,12047,4,cold,39,44,3.06,medium,94.87,0
highway,21975,4,rainy,17,89,0.9,low,102.55,0
highway,12725,4,rainy,23,51,0.4,medium,95.34,0
highway,18924,2,dry,12,45,2.97,low,110.64,0
urban,22016,3,dry,16,50,1.55,low,105.59,0
mountain,11116,3,rainy,37,80,1.62,high,98.02,0
mountain,23632,2,rainy,8,77,0.89,medium,119.74,1
urban,14985,4,cold,19,81,3.55,high,95.89,1
highway,23080,4,dry,25,45,1.53,high,99.6,1
mountain,19851,2,cold,14,46,3.72,high,111.86,1
highway,12284,3,rainy,14,81,2.01,medium,98.69,0
highway,10518,3,dry,25,56,1.52,medium,96.38,0
highway,21068,3,dry,24,42,0.2,medium,104.6,0
mountain,25982,2,cold,28,40,1.85,medium,121.5,1
urban,12843,2,cold,9,88,3.72,medium,104.71,0
urban,23607,4,cold,21,48,0.8,low,101.99,0
urban,14945,4,dry,28,85,3.34,low,98.16,0
mountain,17898,3,cold,15,55,1.74,high,102.34,0
highway,17419,2,dry,23,45,1.86,low,108.92,0
urban,20790,3,dry,23,83,0.16,low,105.99,0
mountain,16234,4,dry,34,45,1.3,low,99.46,0
urban,10684,3,rainy,29,86,1.58,low,97.78,0
highway,22567,2,rainy,14,45,2.2,high,113.22,1
urban,19541,4,dry,16,75,0.42,medium,100.45,0
highway,14103,3,dry,35,49,3.07,medium,99.24,0
urban,16571,3,rainy,25,47,0.89,medium,101.06,0
urban,24357,4,dry,5,54,3.48,medium,102.46,0
highway,19267,2,rainy,22,81,1.68,medium,112.65,1
urban,20176,3,cold,31,64,0.71,medium,104.84,0
mountain,10545,2,rainy,36,77,2.77,low,103.8,0
urban,14961,3,cold,5,49,3.19,low,99.5,0
highway,13086,4,dry,11,61,1.34,medium,95.78,0
urban,12001,3,dry,37,85,3.53,low,98.96,0
urban,20609,4,dry,26,88,2.38,high,99.79,0
mountain,14234,3,dry,27,43,1.24,high,98.99,0
highway,13502,4,cold,33,47,1.65,medium,95.81,0
highway,10307,4,rainy,7,43,0.48,low,93.27,0
highway,18374,3,cold,16,62,3.41,low,103.03,0
mountain,16682,3,cold,31,66,1.93,low,104.01,0
urban,12902,2,cold,10,82,2.08,medium,104.56,0
mountain,13436,2,rainy,33,57,0.31,low,106.57,0
highway,10094,4,cold,29,43,2.67,low,93.46,0
highway,13207,4,cold,21,86,2.71,low,97.01,0
mountain,13206,2,rainy,8,64,1.1,low,106.19,0
urban,23794,4,dry,14,55,1.43,medium,102.28,0
mountain,17330,4,dry,6,64,3.96,low,100.48,1
highway,19944,4,dry,5,46,1.75,medium,99.38,0
highway,21862,4,cold,7,52,3.16,low,100.85,0
mountain,12947,4,rainy,39,88,2.7,low,99.2,0
urban,13576,4,dry,17,84,0.5,low,97.1,1
mountain,23949,4,rainy,31,54,3.34,medium,104.59,1
urban,11814,4,rainy,27,74,2.14,low,95.75,0
mountain,25886,2,rainy,26,54,2.38,medium,121.91,1
highway,19817,4,cold,31,48,1.03,low,99.77,0
mountain,13005,4,dry,31,69,2.14,medium,98.35,0
mountain,25685,3,rainy,33,79,0.47,low,112.06,0
highway,19765,2,cold,8,58,2.8,high,110.15,1
urban,24548,2,cold,11,66,2.05,low,118.49,0
mountain,22583,4,rainy,19,62,1.93,low,103.88,0
urban,17763,4,rainy,36,47,2.49,medium,98.52,0
highway,19037,2,rainy,21,68,0.3,low,111.83,0
highway,14952,3,dry,32,89,0.96,medium,101.5,0
urban,11182,3,cold,9,73,0.7,high,95.37,0
urban,14685,4,dry,36,47,3.26,low,96.6,0
urban,24668,4,rainy,28,56,3.04,medium,103.08,0
mountain,16481,4,rainy,30,61,2.75,medium,100.19,0
urban,24592,3,cold,33,66,3.43,medium,108.63,1
highway,16109,2,cold,33,89,1.99,low,109.19,0
mountain,22704,4,dry,18,77,3.11,low,104.54,0
urban,22040,2,rainy,27,85,1.88,medium,116.36,1
mountain,25786,3,rainy,19,65,1.32,low,111.37,0
highway,22328,4,dry,17,63,1.74,low,101.73,0
highway,23027,3,rainy,7,67,1.58,high,104.97,1
mountain,24093,2,cold,19,47,0.24,low,119.28,0
urban,18612,3,rainy,33,60,0.33,low,103.41,0
urban,21658,2,rainy,17,51,0.31,high,112.37,1
urban,11566,2,dry,21,51,3.12,high,99.81,1
highway,23157,2,dry,27,77,1.43,low,117.43,0
mountain,13557,2,dry,14,66,3.68,low,106.8,0
highway,18037,3,dry,36,46,1.3,high,100.41,0
highway,10697,4,dry,5,88,0.69,medium,95.28,0
urban,12005,4,dry,18,46,1.54,low,94.61,0
urban,13522,2,rainy,30,68,3.33,medium,105.07,0
mountain,13033,3,rainy,24,74,2.85,low,101.18,0
highway,21863,3,rainy,37,66,3.78,low,106.41,0
highway,24649,4,dry,29,51,0.3,low,102.88,0
urban,21757,3,cold,37,63,2.93,low,106.21,0
mountain,22938,4,cold,33,78,3.32,high,102.95,1
urban,11465,3,rainy,13,51,3.55,high,94.79,1
highway,21379,2,rainy,32,61,3.73,low,114.64,0
highway,18169,3,dry,35,41,2.58,medium,102.31,0
urban,24323,3,rainy,5,83,1.37,low,108.66,0
highway,23408,2,cold,26,48,2.05,medium,116.57,1
mountain,15879,4,rainy,30,44,1.65,high,97.13,0
urban,18849,3,cold,33,74,2.8,low,104.16,0
urban,23947,3,cold,21,44,0.87,high,105.03,1
urban,12706,4,dry,6,81,3.98,medium,96.27,0
mountain,22568,4,dry,13,59,0.11,medium,103.66,0
mountain,16644,3,rainy,5,79,1.17,low,104.1,0
highway,20815,2,cold,24,41,3.93,low,113.02,0
mountain,14638,2,dry,6,79,0.31,high,106.55,0
urban,20562,4,rainy,11,48,2.78,high,97.94,1
mountain,18307,2,cold,21,41,2.09,medium,111.84,1
highway,12200,4,rainy,27,80,0.85,medium,96.23,0
highway,21890,4,dry,25,81,0.17,low,102.3,0
highway,20860,2,cold,6,54,2.99,medium,113.32,1
mountain,11893,3,rainy,5,66,3.68,high,97.63,1
urban,22495,3,dry,13,87,1.44,high,105.42,0
highway,23897,3,rainy,32,58,0.74,high,105.71,1
mountain,15094,3,rainy,26,82,1.22,high,101.25,0
mountain,22589,3,dry,28,71,1.12,low,109.08,0
mountain,14426,4,dry,29,86,1.87,low,99.89,0
urban,19646,4,dry,28,48,3.41,low,99.62,0
highway,12842,2,cold,9,68,3.1,low,103.91,0
urban,16908,2,dry,18,57,3.07,low,108.68,0
mountain,11360,2,rainy,31,87,0.82,medium,105.15,0
urban,21450,2,dry,19,85,1.74,medium,115.5,1
urban,23564,3,dry,9,86,2.7,low,108.21,0
urban,24945,4,rainy,28,62,2.63,high,101.49,1
highway,15708,2,dry,30,49,1.6,medium,107.04,1
mountain,18733,4,dry,21,58,3.28,low,101.34,0
highway,13999,4,rainy,11,69,0.61,low,96.67,0
mountain,16056,3,rainy,31,52,3.74,low,102.92,0
mountain,12343,4,rainy,36,45,3.38,low,97.05,0
highway,22007,4,cold,5,69,2.46,low,101.59,0
highway,20069,4,dry,34,46,3.84,low,99.89,0
mountain,24394,4,dry,35,73,1.02,medium,105.69,0
urban,25879,4,dry,26,65,1.01,high,102.16,0
urban,23170,4,dry,19,66,1.18,low,102.41,0
highway,12039,4,cold,15,89,2.57,low,96.31,0
urban,12324,4,cold,13,77,0.37,medium,95.98,0
highway,17812,4,rainy,16,59,1.21,low,98.73,1
mountain,12738,2,cold,32,63,2.9,low,105.92,0
mountain,21358,4,rainy,31,40,3.43,low,102.41,0
highway,12350,3,rainy,32,72,1.5,high,96.65,0
urban,21864,3,rainy,32,60,1.87,high,104.1,0
mountain,14154,4,dry,12,82,3.0,medium,99.31,0
highway,18533,3,cold,10,44,1.09,high,100.35,0
urban,23620,3,dry,34,81,2.56,medium,108.43,1
urban,12587,2,cold,38,45,2.57,high,101.1,1
highway,16964,3,dry,28,88,2.56,low,103.08,0
urban,12342,3,rainy,26,54,1.04,high,95.84,0
highway,24415,4,rainy,7,68,0.81,medium,103.08,0
mountain,22606,2,dry,29,65,0.82,high,116.29,1
mountain,21115,4,rainy,34,59,3.96,low,103.07,0
mountain,14278,3,cold,13,81,0.55,high,100.33,0
highway,25280,3,cold,17,48,3.89,low,108.24,0
urban,14725,3,rainy,36,73,0.14,high,98.73,0
urban,10610,3,cold,14,51,1.54,low,96.09,0
urban,24341,4,cold,9,45,1.92,low,102.15,0
urban,22425,3,cold,23,40,1.75,medium,105.63,0
mountain,16916,3,dry,6,83,0.81,low,104.51,0
highway,12330,2,rainy,30,65,0.7,low,103.46,0
urban,12120,3,rainy,36,74,0.76,medium,98.6,0
highway,24125,4,dry,20,78,1.99,low,103.5,0
mountain,14198,3,dry,26,60,1.67,low,101.62,0
highway,14406,3,rainy,25,80,3.44,medium,100.58,0
urban,11090,4,cold,19,53,2.94,high,92.34,1
mountain,18879,4,rainy,12,71,2.13,high,99.82,0
urban,17151,2,rainy,32,43,0.33,low,108.64,0
urban,15071,3,dry,6,53,2.44,low,99.77,0
mountain,23852,4,rainy,8,54,2.17,medium,104.19,0
mountain,15862,2,cold,36,82,0.64,low,110.65,0
mountain,20460,2,rainy,35,55,1.05,low,115.3,0
mountain,11979,2,rainy,22,47,2.99,medium,104.18,0
urban,21969,3,rainy,14,87,2.18,high,105.0,0
mountain,14322,2,dry,13,68,2.61,low,107.82,0
mountain,15876,4,cold,28,57,3.37,high,97.62,1
mountain,13732,2,cold,33,59,3.33,low,107.02,0
urban,19003,4,dry,26,55,3.36,low,99.47,0
mountain,23655,2,rainy,27,42,2.96,high,116.65,1
urban,15233,2,rainy,37,58,2.82,low,106.92,0
urban,19617,2,dry,29,45,1.0,low,111.76,0
highway,10262,2,dry,22,61,0.97,low,100.6,0
urban,24596,3,cold,27,59,0.25,low,108.26,0
highway,10382,2,dry,36,54,1.7,low,100.68,0
highway,24559,3,dry,6,68,3.57,high,106.28,1
urban,23283,4,cold,35,41,1.37,low,101.72,0
mountain,16622,2,dry,13,88,3.28,low,111.49,0
highway,19610,3,dry,16,64,0.63,medium,104.14,0
mountain,23444,3,dry,30,77,3.06,high,108.07,1
mountain,22249,4,cold,29,80,0.19,low,104.54,0
highway,25655,2,dry,37,44,1.41,low,119.38,0
mountain,18986,2,dry,11,83,1.73,medium,114.22,1
highway,19209,4,rainy,22,77,0.53,high,98.42,0
highway,12449,4,cold,12,63,1.22,high,93.48,0
mountain,14895,3,cold,32,48,1.3,high,99.81,0
urban,25922,3,dry,13,47,1.99,high,106.68,1
urban,25567,4,rainy,9,79,0.89,high,102.27,0
mountain,17775,2,dry,10,67,0.52,low,112.05,0
highway,14664,3,cold,16,47,3.85,low,99.34,0
urban,18298,3,rainy,26,85,2.05,low,104.04,0
urban,10840,2,cold,10,76,1.87,high,99.74,0
urban,21242,2,cold,38,61,0.41,medium,114.56,1
mountain,19976,2,rainy,14,42,0.9,medium,113.86,1
mountain,15299,2,dry,11,81,1.77,high,107.53,1
highway,23434,4,rainy,27,65,2.42,low,102.65,0
mountain,12812,2,cold,17,84,0.8,low,106.63,0
urban,15196,4,dry,33,56,3.34,medium,97.23,1
highway,21493,4,dry,7,54,1.12,medium,100.7,0
urban,25838,4,cold,39,80,2.38,low,104.93,0
mountain,17889,3,dry,27,57,0.4,low,104.59,0
urban,24488,2,cold,8,48,1.31,medium,117.65,1
urban,22709,4,cold,10,40,2.85,low,100.94,0
highway,21011,3,dry,27,79,2.03,low,106.07,1
highway,25081,3,rainy,14,54,0.38,low,108.27,0
highway,20415,4,rainy,15,64,3.88,medium,100.54,0
highway,14857,3,rainy,14,56,2.54,medium,99.83,0
urban,25306,3,dry,8,65,0.84,medium,108.81,1
highway,21689,4,dry,12,86,2.59,low,102.18,0
urban,25870,4,dry,19,81,2.24,low,104.69,0
urban,22610,3,dry,33,41,2.69,medium,105.98,1
highway,19093,3,dry,6,45,3.11,high,100.8,1
highway,23130,3,rainy,18,56,0.2,low,106.78,0
urban,21436,3,dry,38,66,2.45,low,106.07,0
mountain,17356,3,cold,37,76,1.66,low,105.06,0
highway,23161,4,cold,33,53,3.59,high,100.09,1
urban,10339,2,dry,8,41,3.25,low,99.68,0
highway,20822,2,dry,39,56,2.47,high,111.85,1
urban,22391,4,dry,20,66,1.49,low,101.93,0
mountain,18162,3,cold,12,85,1.98,low,105.72,0
mountain,15483,4,cold,37,76,3.02,low,100.27,0
urban,21215,2,dry,32,79,3.9,low,115.16,0
urban,19984,2,cold,14,81,3.77,low,113.43,0
mountain,15144,4,dry,7,87,0.13,high,98.05,0
urban,17505,3,rainy,23,59,1.58,medium,102.29,0
highway,13368,4,dry,9,49,2.42,high,93.45,0
urban,21883,3,cold,33,59,0.81,low,106.09,0
mountain,14853,3,rainy,30,43,2.12,low,101.55,0
mountain,19862,4,cold,32,86,2.98,medium,103.33,0
urban,16006,3,rainy,38,81,0.9,low,102.15,0
urban,13890,4,dry,33,42,1.73,low,95.86,0
highway,16129,3,cold,8,47,1.78,low,100.44,0
highway,19890,3,dry,16,66,0.74,medium,104.46,0
urban,14204,2,cold,17,45,3.85,high,102.81,1
highway,14326,2,dry,10,54,3.84,low,105.22,0
mountain,14849,2,cold,25,85,2.63,high,107.34,1
highway,17548,4,dry,32,54,3.66,medium,98.61,0
mountain,14684,2,rainy,17,66,1.52,high,106.25,0
urban,24932,2,rainy,25,67,3.87,high,117.22,0
mountain,14467,4,cold,6,43,2.94,low,97.85,0
mountain,13756,3,rainy,15,51,0.51,low,100.73,0
highway,24475,3,cold,39,52,1.2,low,108.06,0
urban,24754,3,rainy,35,47,3.39,high,106.03,1
mountain,21894,3,dry,33,56,1.75,low,107.98,0
highway,10638,2,cold,20,57,0.85,medium,100.88,0
highway,18852,2,cold,9,81,2.03,medium,111.94,1
highway,10447,2,dry,24,73,2.62,low,101.34,0
highway,13751,3,dry,20,75,2.05,high,97.76,0
highway,21097,2,dry,26,69,2.57,high,112.52,1
urban,23401,4,dry,38,55,3.51,high,100.4,1
mountain,23001,4,rainy,27,76,0.11,low,104.82,0
mountain,20376,3,cold,10,53,0.93,high,104.25,0
highway,16996,3,dry,35,89,2.79,low,103.25,0
urban,20546,2,cold,37,60,3.94,low,113.64,0
urban,13130,3,cold,12,63,0.72,low,98.64,0
urban,19349,2,rainy,20,50,2.78,medium,111.49,1
urban,23856,2,rainy,14,61,2.46,low,117.47,0
mountain,14559,4,dry,37,68,2.3,low,99.37,0
urban,18001,3,rainy,23,46,3.69,medium,102.19,0
urban,12154,2,cold,36,88,0.13,medium,104.25,0
urban,21079,4,rainy,23,53,2.03,low,100.64,0
mountain,18982,3,dry,9,77,1.63,low,106.03,0
mountain,25714,3,rainy,33,64,2.6,low,111.48,0
highway,10459,4,rainy,30,85,2.97,medium,95.39,0
mountain,23103,4,cold,32,40,0.81,low,103.52,0
mountain,17800,4,cold,8,57,0.24,low,100.52,0
urban,22641,3,rainy,23,52,1.33,medium,106.29,1
highway,15408,2,dry,14,64,0.17,low,107.03,0
urban,12263,2,cold,38,79,1.83,low,104.06,0
urban,16065,4,rainy,8,63,0.83,medium,97.68,0
highway,10161,3,rainy,28,58,0.11,high,94.21,0
urban,16104,4,rainy,22,42,3.03,low,97.08,0
highway,23336,2,rainy,13,66,0.17,low,117.0,0
mountain,25747,3,dry,17,72,0.8,low,111.59,0
mountain,23112,2,rainy,11,65,1.08,low,118.66,0
mountain,12809,4,cold,30,57,0.32,low,97.74,0
mountain,14801,3,cold,17,54,2.32,medium,101.75,0
urban,22339,3,dry,26,77,3.78,medium,107.09,0
urban,22387,3,dry,15,53,1.01,high,104.0,0
highway,22401,3,dry,32,62,3.82,low,106.63,0
mountain,16435,3,cold,32,89,1.6,medium,104.74,0
urban,21373,2,cold,9,41,2.69,medium,113.49,1
urban,15736,4,cold,25,71,0.2,medium,98.05,0
mountain,11254,4,dry,24,73,3.71,medium,97.31,0
mountain,14075,2,rainy,26,58,1.96,high,105.3,0
mountain,20215,3,rainy,29,48,0.12,low,106.2,0
urban,13499,2,dry,17,62,1.28,medium,104.61,0
urban,17276,3,rainy,29,89,3.06,low,103.39,0
mountain,11873,3,dry,22,46,3.83,medium,99.06,0
urban,21044,4,rainy,21,62,3.96,high,98.95,1
mountain,11291,2,dry,33,60,1.0,low,104.01,0
urban,12038,4,cold,21,81,3.42,medium,96.08,0
mountain,19686,3,cold,34,58,2.07,low,106.24,0
highway,11091,2,cold,13,53,0.86,high,99.18,0
highway,12453,2,cold,15,63,1.59,low,103.31,0
highway,17779,2,dry,33,59,3.94,medium,110.08,1
urban,16978,4,rainy,32,46,3.96,low,97.93,0
mountain,18801,2,dry,20,49,2.24,medium,112.76,1
urban,25743,4,dry,26,80,1.94,low,104.68,0
mountain,24129,4,rainy,26,49,0.76,high,102.43,1
highway,17291,4,rainy,35,48,1.06,medium,98.25,0
urban,13774,2,rainy,20,82,2.34,medium,105.8,1
highway,14977,4,cold,37,65,1.52,low,97.52,0
highway,14612,2,dry,15,44,1.02,medium,105.25,0
mountain,14095,2,cold,12,42,3.35,low,106.48,0
highway,22322,4,rainy,7,57,3.34,low,101.34,0
urban,16784,2,rainy,6,68,0.3,low,108.79,0
urban,10053,2,rainy,30,89,2.77,high,99.58,1
urban,11768,4,dry,31,86,1.5,low,96.26,0
urban,15078,3,dry,39,60,2.81,low,100.55,0
mountain,14119,2,cold,10,58,1.42,low,107.12,0
urban,11917,2,dry,27,70,3.51,low,103.1,0
urban,24663,3,dry,33,56,3.16,medium,108.29,1
urban,25864,3,cold,21,54,0.8,high,107.03,1
